Account,Sales_Agent,Deal_Stage,Product,Created_On
,Moses Frase,Lost,GTXPlusPro,3/30/2017
,Marty Freudenburg,In_Progress,GTXPlusPro,8/22/2017
,Anna Snelling,Lost,GTXPlusPro,5/30/2017
Stanredtax,Darcel Schlecht,Won,GTXBasic,6/5/2017
Domzoom,Moses Frase,Won,MGRPFU,9/25/2017
Scotfind,Lajuana Vencill,Won,MGRPFU,3/5/2017
,Jonathan Berthelot,Lost,GTXBasic,3/7/2017
Wayne Enterprises,Maureen Marcano,Won,GTXPlusBasic,8/30/2017
,Corliss Cosme,In_Progress,GTXBasic,8/8/2017
Kan-code,Anna Snelling,Won,MGRPFU,1/24/2017
,Daniell Hammack,In_Progress,GTXPro,4/15/2017
Scottech,Reed Clapper,Won,GTXPro,7/28/2017
,Corliss Cosme,In_Progress,GTXBasic,6/4/2017
,Niesha Huffines,In_Progress,MGRPFS,3/20/2017
Condax,Kary Hendrixson,Lost,GTXPlusPro,6/23/2017
Groovestreet,Darcel Schlecht,Won,GTXPro,12/5/2017
,Donn Cantrell,In_Progress,GTXBasic,9/4/2017
Donware,Hayden Neloms,Won,MGRPFU,9/13/2017
,Zane Levy,In_Progress,MGRPFU,12/29/2017
Statholdings,Reed Clapper,Won,GTXPro,4/16/2017
Bluth Company,Kary Hendrixson,Won,GTXPro,5/30/2017
,Cecily Lampkin,In_Progress,MGRPFU,9/1/2017
Funholding,Donn Cantrell,Lost,GTXPro,6/13/2017
,Darcel Schlecht,Lost,GTXPro,3/1/2017
,Kami Bicknell,In_Progress,GTXPro,8/2/2017
Stanredtax,Gladys Colclough,In_Progress,GTXPlusPro,11/18/2017
Dalttechnology,Elease Gluck,Won,GTK500U,10/31/2017
,Violet Mclelland,In_Progress,MGRPFS,4/24/2017
Nam-zim,Marty Freudenburg,Won,GTXBasic,7/8/2017
,Lajuana Vencill,Lost,MGRPFU,7/29/2017
Iselectrics,Corliss Cosme,In_Progress,GTXPro,11/9/2017
Vehement Capital Partners,James Ascencio,Won,GTXPlusBasic,5/25/2017
,Marty Freudenburg,In_Progress,MGRPFS,11/20/2017
,Jonathan Berthelot,Lost,MGRPFS,7/9/2017
,Darcel Schlecht,Lost,GTXPro,6/7/2017
Inity,Marty Freudenburg,In_Progress,GTXPlusPro,11/29/2017
Initech,Jonathan Berthelot,Won,MGRPFS,8/26/2017
Goodsilron,Darcel Schlecht,Won,GTXPlusBasic,11/1/2017
,Corliss Cosme,In_Progress,GTXPlusBasic,8/5/2017
The New York Inquirer,Vicki Laflamme,In_Progress,MGRPFS,10/27/2017
Scotfind,Lajuana Vencill,Won,GTXPlusBasic,1/27/2017
,Maureen Marcano,Lost,GTXBasic,7/27/2017
Zotware,Kary Hendrixson,Won,GTXPro,7/24/2017
Ollivander's Wand Shop,Darcel Schlecht,Won,GTXPro,7/17/2017
Faxquote,Darcel Schlecht,Lost,MGRPFS,4/27/2017
Cyberdyne Systems,Darcel Schlecht,Won,GTXPro,9/25/2017
Zencorporation,Versie Hillebrand,Won,GTXPlusBasic,3/25/2017
Globex Corporation,Garret Kinder,Won,GTXPro,6/24/2017
Dontechi,Lajuana Vencill,Won,GTXBasic,10/24/2017
Umbrella Corporation,James Ascencio,Won,GTXPlusBasic,7/25/2017
,Zane Levy,In_Progress,GTXBasic,8/27/2017
Golddex,Gladys Colclough,Won,GTXBasic,8/6/2017
,Violet Mclelland,In_Progress,MGRPFS,4/16/2017
Initech,Gladys Colclough,Won,GTXBasic,8/12/2017
,Kami Bicknell,Lost,GTXBasic,11/20/2017
Zencorporation,Jonathan Berthelot,Lost,GTXBasic,3/10/2017
Zumgoity,Daniell Hammack,Lost,GTXPlusPro,1/23/2017
Statholdings,Corliss Cosme,Lost,GTXPlusBasic,3/22/2017
Treequote,Kary Hendrixson,Won,GTXPlusBasic,8/4/2017
,Marty Freudenburg,Lost,GTXBasic,3/3/2017
Plexzap,Donn Cantrell,Won,GTXBasic,2/26/2017
Finjob,Marty Freudenburg,Won,GTXPlusPro,8/24/2017
,Cassey Cress,In_Progress,GTXPlusBasic,12/13/2017
Cancity,Zane Levy,Won,GTXBasic,6/15/2017
Sunnamplex,Reed Clapper,Lost,GTXBasic,10/5/2017
Stanredtax,Moses Frase,Won,MGRPFU,12/16/2017
,Reed Clapper,Lost,GTXPlusBasic,6/24/2017
,Donn Cantrell,Lost,GTXPro,10/3/2017
,Maureen Marcano,In_Progress,GTXBasic,5/23/2017
,Kami Bicknell,In_Progress,GTXBasic,7/31/2017
Wayne Enterprises,Vicki Laflamme,Won,GTXPro,6/4/2017
Streethex,Gladys Colclough,Lost,MGRPFS,6/18/2017
Good Burger,Hayden Neloms,Won,MGRPFU,9/19/2017
Ganjaflex,Jonathan Berthelot,Lost,MGRPFS,6/8/2017
,Darcel Schlecht,In_Progress,GTXPro,11/16/2017
Streethex,Jonathan Berthelot,Lost,GTXPro,7/2/2017
,James Ascencio,In_Progress,GTXBasic,8/1/2017
Scotfind,Niesha Huffines,Won,GTXBasic,4/30/2017
Conecom,Cassey Cress,Won,MGRPFU,6/6/2017
Ron-tech,Donn Cantrell,Won,GTXPro,8/9/2017
,Gladys Colclough,In_Progress,GTXPro,11/27/2017
Zathunicon,Kary Hendrixson,Won,GTXPlusPro,12/3/2017
,Rosalina Dieter,In_Progress,GTXPlusPro,10/13/2017
,Anna Snelling,Lost,GTXPlusPro,5/25/2017
Funholding,Daniell Hammack,Lost,GTXPro,10/19/2017
,Kami Bicknell,In_Progress,MGRPFU,11/16/2017
Blackzim,Garret Kinder,Won,GTXBasic,9/28/2017
Finhigh,Jonathan Berthelot,In_Progress,GTXBasic,7/30/2017
,Niesha Huffines,In_Progress,GTXPlusBasic,11/1/2017
,Darcel Schlecht,Lost,GTXBasic,7/9/2017
Treequote,Vicki Laflamme,Won,MGRPFS,1/21/2017
Acme Corporation,Cassey Cress,Won,MGRPFU,9/6/2017
,Jonathan Berthelot,In_Progress,GTXPlusBasic,8/13/2017
Zathunicon,Zane Levy,Won,GTXPlusBasic,5/29/2017
Groovestreet,Gladys Colclough,Won,GTXBasic,9/21/2017
,Violet Mclelland,In_Progress,MGRPFS,3/25/2017
Singletechno,Moses Frase,Lost,MGRPFU,5/6/2017
Bluth Company,Kary Hendrixson,Won,GTXPro,9/30/2017
,Marty Freudenburg,In_Progress,GTXPlusPro,4/9/2017
Krusty Krab,Kami Bicknell,Won,GTXPlusBasic,4/11/2017
,Boris Faz,In_Progress,GTXPlusPro,11/5/2017
Lexiqvolax,Darcel Schlecht,Won,GTXBasic,1/7/2017
,Maureen Marcano,Lost,GTXPlusBasic,1/8/2017
J-Texon,Donn Cantrell,Won,GTXPro,3/9/2017
Xx-holding,Kami Bicknell,Won,GTXBasic,11/15/2017
Genco Pura Olive Oil Company,Daniell Hammack,Won,GTXBasic,8/8/2017
,Versie Hillebrand,In_Progress,MGRPFU,8/1/2017
,Cecily Lampkin,In_Progress,GTXBasic,5/23/2017
Plexzap,Donn Cantrell,Won,GTXPro,6/8/2017
,Moses Frase,In_Progress,GTXPlusBasic,12/14/2017
Condax,Kary Hendrixson,Won,GTXPlusPro,6/28/2017
Rangreen,Violet Mclelland,Won,GTXBasic,7/10/2017
,Reed Clapper,In_Progress,GTXPro,12/25/2017
,James Ascencio,In_Progress,GTXPlusPro,11/23/2017
Scotfind,Darcel Schlecht,Lost,GTXPro,4/12/2017
Wayne Enterprises,Gladys Colclough,In_Progress,GTXPlusPro,12/8/2016
,Corliss Cosme,In_Progress,MGRPFU,11/12/2017
,Donn Cantrell,Lost,MGRPFS,1/7/2017
Finjob,Gladys Colclough,Lost,GTXPlusPro,8/6/2017
Zotware,Zane Levy,Won,GTXBasic,6/14/2017
,Versie Hillebrand,In_Progress,MGRPFU,4/27/2017
Lexiqvolax,Lajuana Vencill,Lost,MGRPFU,7/8/2017
Hooli,Daniell Hammack,Won,GTXPro,2/13/2017
Groovestreet,Versie Hillebrand,Won,GTXPlusBasic,4/7/2017
Labdrill,Darcel Schlecht,Won,GTXPro,9/8/2017
,Darcel Schlecht,In_Progress,GTXPro,10/16/2017
Doncon,Markita Hansen,Lost,GTXBasic,10/27/2017
Silis,Cecily Lampkin,Lost,GTXPlusBasic,12/25/2017
,Vicki Laflamme,In_Progress,MGRPFS,9/28/2017
Globex Corporation,Wilburn Farren,Won,MGRPFU,8/6/2017
Zathunicon,Maureen Marcano,Won,GTXBasic,8/3/2017
,Reed Clapper,In_Progress,GTXPlusPro,8/8/2017
,Donn Cantrell,In_Progress,GTXBasic,4/15/2017
,Maureen Marcano,In_Progress,GTXPlusBasic,11/5/2017
dambase,Kami Bicknell,Won,GTXPro,9/24/2017
Lexiqvolax,Jonathan Berthelot,Won,GTXBasic,12/8/2017
Funholding,Reed Clapper,Lost,GTXPro,8/25/2017
Sterling Cooper,Kary Hendrixson,Won,GTXPlusBasic,7/26/2017
Hooli,Donn Cantrell,Won,GTXPlusPro,9/27/2017
,Maureen Marcano,Lost,GTXPlusPro,12/10/2017
Golddex,Gladys Colclough,Won,GTXPlusPro,7/18/2017
,Boris Faz,In_Progress,GTXPlusBasic,5/30/2017
,Zane Levy,Lost,GTXPlusBasic,2/17/2017
Soylent Corp,Versie Hillebrand,Won,MGRPFU,10/15/2017
Golddex,Lajuana Vencill,Lost,GTXBasic,8/7/2017
Dalttechnology,Cassey Cress,Lost,GTXPro,3/14/2017
,Marty Freudenburg,In_Progress,GTXPlusBasic,4/25/2017
Olivia Pope & Associates,Jonathan Berthelot,Won,GTXBasic,5/18/2017
Acme Corporation,Corliss Cosme,Won,GTXPlusPro,10/5/2017
Faxquote,Darcel Schlecht,Won,GTXPlusBasic,5/30/2017
Ontomedia,Corliss Cosme,Won,GTXBasic,8/2/2017
Stanredtax,Markita Hansen,Won,MGRPFS,10/23/2017
Newex,Maureen Marcano,Won,GTXPlusBasic,8/10/2017
Toughzap,Maureen Marcano,In_Progress,GTXPlusPro,5/8/2017
Vehement Capital Partners,Kary Hendrixson,Won,GTXBasic,2/13/2017
,Violet Mclelland,In_Progress,GTXPlusBasic,7/27/2017
,Kary Hendrixson,In_Progress,GTXPlusBasic,7/27/2017
Green-Plus,Lajuana Vencill,Lost,GTXPlusBasic,4/12/2017
,Darcel Schlecht,In_Progress,GTXBasic,9/20/2017
,Kami Bicknell,In_Progress,GTXPlusBasic,5/17/2017
Labdrill,Marty Freudenburg,Won,GTXPlusBasic,10/3/2017
Green-Plus,Gladys Colclough,Lost,MGRPFS,8/16/2017
Stark Industries,Maureen Marcano,In_Progress,GTXPlusBasic,1/6/2017
,Cassey Cress,Lost,MGRPFU,7/2/2017
Wayne Enterprises,Kami Bicknell,Won,GTXBasic,6/29/2017
Stanredtax,Rosalina Dieter,Won,MGRPFU,12/26/2017
,Gladys Colclough,In_Progress,GTXPro,6/3/2017
,Markita Hansen,In_Progress,MGRPFS,1/5/2017
Gekko & Co,Corliss Cosme,Won,GTXPro,9/1/2017
,Zane Levy,In_Progress,GTXPlusPro,6/4/2017
Zathunicon,Maureen Marcano,Won,GTXPlusBasic,6/29/2017
Konmatfix,Reed Clapper,Won,GTXPlusBasic,6/7/2017
,Cassey Cress,In_Progress,GTXBasic,5/22/2017
Zotware,Markita Hansen,Won,MGRPFS,2/24/2017
,Hayden Neloms,Lost,MGRPFS,5/7/2017
,Darcel Schlecht,Lost,GTXPlusBasic,6/22/2017
Codehow,Wilburn Farren,Won,GTXPlusPro,3/19/2017
Plusstrip,Zane Levy,Won,MGRPFU,3/16/2017
,Darcel Schlecht,In_Progress,GTXPlusBasic,12/8/2017
Sunnamplex,Daniell Hammack,Lost,GTXBasic,4/13/2017
,Gladys Colclough,In_Progress,GTXPlusBasic,11/2/2017
Silis,Darcel Schlecht,Won,GTXPlusBasic,6/7/2017
Dontechi,Lajuana Vencill,Won,GTXPlusBasic,3/7/2017
,Vicki Laflamme,In_Progress,GTXPlusPro,8/4/2017
,Hayden Neloms,In_Progress,GTXPlusBasic,5/28/2017
Newex,Cassey Cress,Won,GTXBasic,2/22/2017
Olivia Pope & Associates,Cecily Lampkin,Won,MGRPFS,5/7/2017
Zoomit,Darcel Schlecht,Lost,GTXPro,7/26/2017
Streethex,Darcel Schlecht,Won,MGRPFS,6/22/2017
,Vicki Laflamme,In_Progress,GTXPlusPro,9/15/2017
,Gladys Colclough,Lost,MGRPFS,9/28/2017
Doncon,Vicki Laflamme,Won,MGRPFS,12/7/2017
Wayne Enterprises,Vicki Laflamme,Lost,MGRPFU,7/10/2017
Newex,Boris Faz,Won,MGRPFS,7/25/2017
Zathunicon,James Ascencio,Won,GTXPlusPro,10/1/2017
Plusstrip,Zane Levy,Won,GTXPlusPro,9/23/2017
Rantouch,Cassey Cress,Won,GTXPro,1/25/2017
Donware,Elease Gluck,Won,MGRPFS,6/12/2017
,Daniell Hammack,In_Progress,GTXPlusPro,11/12/2017
,Corliss Cosme,In_Progress,GTXBasic,11/18/2017
,Anna Snelling,Lost,MGRPFU,8/15/2017
,Marty Freudenburg,In_Progress,GTXPro,7/17/2017
,Moses Frase,Lost,GTXPlusBasic,11/29/2017
Plussunin,Kary Hendrixson,Won,GTXPro,9/3/2017
Ontomedia,Cassey Cress,Won,GTXPlusBasic,8/15/2017
Inity,Cecily Lampkin,Won,GTXPlusPro,9/4/2017
Soylent Corp,Darcel Schlecht,Lost,GTXBasic,2/13/2017
,Kary Hendrixson,In_Progress,GTXPro,10/22/2017
,Marty Freudenburg,Lost,GTXBasic,4/1/2017
Sunnamplex,Corliss Cosme,Won,GTXPro,8/22/2017
,Garret Kinder,In_Progress,MGRPFS,6/4/2017
Newex,Cassey Cress,Lost,MGRPFU,6/30/2017
Dalttechnology,Zane Levy,Lost,GTXBasic,5/20/2017
,Lajuana Vencill,In_Progress,GTXPlusBasic,10/15/2017
,Elease Gluck,In_Progress,MGRPFS,11/6/2017
,Vicki Laflamme,In_Progress,GTXPlusPro,6/13/2017
Treequote,Elease Gluck,Lost,GTXBasic,6/19/2017
,Rosalina Dieter,In_Progress,GTXBasic,2/14/2017
Zotware,Elease Gluck,Lost,MGRPFS,5/23/2017
,Hayden Neloms,In_Progress,MGRPFU,1/22/2017
Sunnamplex,Rosie Papadopoulos,Won,GTXPlusBasic,2/21/2017
,Darcel Schlecht,In_Progress,GTXPlusBasic,7/2/2017
J-Texon,Rosie Papadopoulos,Won,GTXPlusPro,1/22/2017
Zathunicon,Reed Clapper,In_Progress,GTXPro,7/10/2017
Xx-holding,Kami Bicknell,Lost,GTXBasic,5/21/2017
Krusty Krab,Maureen Marcano,Won,GTXPlusPro,7/20/2017
Massive Dynamic,Donn Cantrell,Won,GTXPlusPro,3/24/2017
Cancity,Vicki Laflamme,Won,GTXPro,3/31/2017
Goodsilron,Moses Frase,Won,MGRPFU,8/29/2017
,Cecily Lampkin,In_Progress,GTXPro,10/5/2017
,Gladys Colclough,Lost,MGRPFS,8/5/2017
Conecom,Violet Mclelland,Lost,MGRPFU,9/28/2017
Wayne Enterprises,Daniell Hammack,In_Progress,GTXPro,11/30/2017
,Kami Bicknell,Lost,MGRPFS,8/5/2017
Cyberdyne Systems,Donn Cantrell,In_Progress,MGRPFU,5/1/2017
Opentech,Donn Cantrell,Lost,GTXPro,5/27/2017
Betatech,Reed Clapper,Won,GTXBasic,11/22/2017
,Vicki Laflamme,In_Progress,MGRPFS,5/9/2017
Sumace,Marty Freudenburg,Won,MGRPFS,4/4/2017
Ron-tech,Daniell Hammack,Won,GTXPro,8/5/2017
Initech,Gladys Colclough,Won,GTXPlusPro,1/16/2017
Sumace,Lajuana Vencill,Lost,GTXBasic,9/27/2017
,Rosalina Dieter,In_Progress,GTXPlusBasic,7/4/2017
Sterling Cooper,Cassey Cress,In_Progress,GTXBasic,3/24/2017
Sterling Cooper,Maureen Marcano,Won,GTXPlusBasic,9/13/2017
Duff Beer,Versie Hillebrand,Lost,GTXPlusPro,7/28/2017
,Moses Frase,Lost,MGRPFU,5/26/2017
,Hayden Neloms,In_Progress,MGRPFS,11/10/2017
Goodsilron,Gladys Colclough,Won,MGRPFS,1/31/2017
,Vicki Laflamme,Lost,GTXPlusPro,3/2/2017
,Cassey Cress,In_Progress,MGRPFU,10/30/2017
Zathunicon,Elease Gluck,Won,GTXPlusPro,12/8/2017
Bioplex,Darcel Schlecht,Lost,GTXPlusPro,9/27/2017
Donware,Maureen Marcano,Won,MGRPFS,2/28/2017
Rundofase,Vicki Laflamme,Won,GTXPlusBasic,1/16/2017
,Violet Mclelland,In_Progress,MGRPFS,10/19/2017
,Cassey Cress,In_Progress,GTXBasic,12/6/2017
dambase,Rosalina Dieter,Lost,MGRPFU,5/29/2017
,Violet Mclelland,In_Progress,MGRPFS,1/28/2017
Faxquote,Darcel Schlecht,Won,GTXPlusBasic,2/10/2017
dambase,Maureen Marcano,Won,GTXPlusBasic,5/20/2017
Funholding,Donn Cantrell,Won,MGRPFS,8/5/2017
Dalttechnology,Rosie Papadopoulos,Won,MGRPFU,9/16/2017
,Garret Kinder,Lost,GTXPlusBasic,11/19/2017
Kan-code,Niesha Huffines,Lost,GTXBasic,8/7/2017
Ganjaflex,Gladys Colclough,Won,GTXPro,7/31/2017
,Marty Freudenburg,Lost,GTXPro,9/7/2017
Newex,Violet Mclelland,Lost,MGRPFS,8/23/2017
,Gladys Colclough,Lost,GTXPlusBasic,2/8/2017
Stark Industries,Kary Hendrixson,Won,GTXPro,1/16/2017
Yearin,Daniell Hammack,Won,MGRPFS,9/6/2017
Sterling Cooper,Moses Frase,In_Progress,MGRPFU,11/5/2017
Rantouch,Boris Faz,Won,GTXBasic,12/1/2017
Cheers,Zane Levy,Won,GTXPlusBasic,9/22/2017
,Darcel Schlecht,Lost,GTXPro,6/23/2017
,Versie Hillebrand,In_Progress,MGRPFU,12/23/2017
,Niesha Huffines,In_Progress,GTXBasic,11/30/2017
,Vicki Laflamme,In_Progress,GTXPlusBasic,10/30/2017
,Jonathan Berthelot,In_Progress,GTXBasic,10/19/2017
,Markita Hansen,In_Progress,GTXBasic,4/11/2017
,James Ascencio,In_Progress,MGRPFU,3/11/2017
,Elease Gluck,In_Progress,MGRPFS,4/17/2017
,Vicki Laflamme,In_Progress,MGRPFS,2/21/2017
Golddex,Jonathan Berthelot,Won,GTXBasic,9/6/2017
,Jonathan Berthelot,In_Progress,GTXPro,5/11/2017
Plussunin,James Ascencio,Won,GTXPlusPro,8/26/2017
Cyberdyne Systems,Darcel Schlecht,Lost,GTXPlusBasic,9/21/2017
Stanredtax,Jonathan Berthelot,Won,GTXPro,9/20/2017
Cyberdyne Systems,Darcel Schlecht,Won,GTXPlusPro,6/23/2017
Sumace,Versie Hillebrand,Won,GTXPro,7/24/2017
Genco Pura Olive Oil Company,Corliss Cosme,Won,GTXPro,7/15/2017
Warephase,Reed Clapper,Won,MGRPFS,8/27/2017
Wayne Enterprises,Kary Hendrixson,Won,GTXPro,5/24/2017
Rundofase,Kary Hendrixson,Won,GTXPro,10/21/2017
,Niesha Huffines,In_Progress,GTXPro,4/24/2017
,Donn Cantrell,In_Progress,MGRPFU,7/21/2017
,Versie Hillebrand,In_Progress,MGRPFS,7/18/2017
Ganjaflex,Marty Freudenburg,Won,GTXPro,11/9/2017
Opentech,Cassey Cress,Won,GTXPlusPro,3/12/2017
Nam-zim,Versie Hillebrand,Lost,MGRPFU,5/18/2017
,Maureen Marcano,In_Progress,GTXPlusBasic,7/11/2017
Domzoom,Cecily Lampkin,Won,GTXPlusBasic,8/19/2017
Gekko & Co,Donn Cantrell,Won,GTXBasic,7/23/2017
Newex,Violet Mclelland,Lost,GTXPro,2/20/2017
Zoomit,Darcel Schlecht,Won,GTXBasic,10/1/2017
Y-corporation,Violet Mclelland,Won,MGRPFU,8/27/2017
Plexzap,Boris Faz,Won,GTXPlusBasic,9/5/2017
Scotfind,Anna Snelling,Won,GTXPlusPro,8/10/2017
Streethex,Jonathan Berthelot,Won,GTXBasic,6/28/2017
Kinnamplus,Niesha Huffines,Won,GTXPlusPro,4/30/2017
Golddex,Darcel Schlecht,Won,GTXBasic,5/10/2017
,Lajuana Vencill,Lost,GTXBasic,5/24/2017
Zathunicon,Kami Bicknell,Won,GTXPro,2/24/2017
Singletechno,Lajuana Vencill,Won,GTXBasic,9/16/2017
Bubba Gump,Violet Mclelland,Lost,MGRPFS,11/22/2017
Initech,Kami Bicknell,In_Progress,GTXPro,7/20/2017
Singletechno,Niesha Huffines,Won,GTXBasic,6/2/2017
Wonka Industries,Hayden Neloms,In_Progress,GTXPlusBasic,12/8/2017
,Daniell Hammack,In_Progress,MGRPFU,5/30/2017
Stark Industries,Kary Hendrixson,Won,GTXPro,7/25/2017
,Rosalina Dieter,In_Progress,GTK500U,4/21/2017
Sumace,Jonathan Berthelot,Won,GTXBasic,6/19/2017
,Rosie Papadopoulos,In_Progress,MGRPFS,7/9/2017
Stark Industries,Zane Levy,Lost,GTXPlusBasic,9/27/2017
Ontomedia,Boris Faz,Won,GTXPlusPro,11/11/2017
Opentech,Daniell Hammack,Won,GTXPlusBasic,8/20/2017
,Reed Clapper,In_Progress,GTXPlusBasic,8/1/2017
Initech,Lajuana Vencill,Lost,GTXPlusBasic,8/16/2017
,Darcel Schlecht,Lost,MGRPFS,9/2/2017
Gogozoom,James Ascencio,Won,GTXPlusPro,6/27/2017
,Cassey Cress,In_Progress,GTXBasic,7/27/2017
Good Burger,Maureen Marcano,Won,GTXPro,5/9/2017
Rundofase,Jonathan Berthelot,In_Progress,GTXBasic,8/8/2017
Initech,Cecily Lampkin,Lost,MGRPFU,7/15/2017
,Versie Hillebrand,In_Progress,MGRPFS,6/22/2017
Labdrill,Darcel Schlecht,Lost,GTXPlusBasic,6/11/2017
Bioholding,Darcel Schlecht,Lost,GTXPro,7/18/2017
Good Burger,Reed Clapper,In_Progress,MGRPFU,12/6/2017
Ron-tech,Donn Cantrell,Won,GTXPro,3/4/2017
,Donn Cantrell,In_Progress,MGRPFU,7/4/2017
,James Ascencio,In_Progress,GTXPlusPro,11/10/2017
,Kary Hendrixson,Lost,GTXPlusBasic,12/6/2017
J-Texon,Corliss Cosme,Won,MGRPFU,10/2/2017
,Zane Levy,In_Progress,GTXPlusBasic,8/4/2017
Domzoom,Darcel Schlecht,Won,GTXPro,4/6/2017
,Gladys Colclough,In_Progress,MGRPFS,5/23/2017
Sonron,Zane Levy,In_Progress,GTXPro,10/1/2017
Ollivander's Wand Shop,Darcel Schlecht,Won,GTXPro,8/5/2017
,Darcel Schlecht,Lost,GTXPlusBasic,3/21/2017
,Vicki Laflamme,Lost,MGRPFS,5/30/2017
,Versie Hillebrand,In_Progress,MGRPFU,12/17/2017
,Vicki Laflamme,In_Progress,GTXPlusBasic,12/22/2017
Xx-zobam,Gladys Colclough,In_Progress,GTXPlusBasic,7/24/2017
,Zane Levy,Lost,GTXPlusBasic,3/19/2017
Dalttechnology,Wilburn Farren,Lost,GTXPlusPro,6/24/2017
Warephase,Cassey Cress,Won,GTXPro,7/13/2017
,Rosalina Dieter,In_Progress,GTXPlusPro,11/11/2017
The New York Inquirer,Boris Faz,Won,GTXBasic,6/26/2017
Stark Industries,Kami Bicknell,Lost,MGRPFS,4/28/2017
,Vicki Laflamme,In_Progress,MGRPFU,11/4/2017
Conecom,Cassey Cress,Won,GTXPlusBasic,5/14/2017
Green-Plus,Moses Frase,Won,MGRPFU,3/27/2017
Zumgoity,Corliss Cosme,Won,MGRPFS,10/7/2017
,Donn Cantrell,In_Progress,GTXBasic,4/13/2017
Green-Plus,Darcel Schlecht,Won,GTXPro,7/13/2017
Betasoloin,Wilburn Farren,Won,MGRPFU,8/4/2017
Wayne Enterprises,Kami Bicknell,Lost,GTXBasic,7/7/2017
Green-Plus,Versie Hillebrand,Won,MGRPFU,11/25/2017
Duff Beer,Marty Freudenburg,Won,MGRPFS,10/31/2017
Sonron,Zane Levy,Won,GTXBasic,5/21/2017
,Marty Freudenburg,In_Progress,GTXBasic,12/26/2017
Ron-tech,Daniell Hammack,Won,GTXPlusPro,10/16/2017
,Maureen Marcano,In_Progress,GTXPlusPro,6/24/2017
Konmatfix,Rosie Papadopoulos,Won,MGRPFU,8/17/2017
Bioholding,Versie Hillebrand,In_Progress,MGRPFU,6/3/2017
Zoomit,Marty Freudenburg,Won,MGRPFS,5/19/2017
,Vicki Laflamme,In_Progress,GTXPlusBasic,9/19/2017
Krusty Krab,James Ascencio,In_Progress,MGRPFS,8/24/2017
Newex,Donn Cantrell,Won,GTXPlusBasic,8/4/2017
Zencorporation,Moses Frase,Won,MGRPFU,7/25/2017
The New York Inquirer,Garret Kinder,Won,GTXBasic,12/10/2017
Streethex,Darcel Schlecht,In_Progress,GTXBasic,10/17/2017
,Kami Bicknell,In_Progress,GTXBasic,10/22/2017
Rundofase,Zane Levy,Lost,MGRPFS,8/10/2017
Mathtouch,Vicki Laflamme,Won,GTXBasic,11/6/2017
Silis,Zane Levy,Won,GTXBasic,7/7/2017
,Boris Faz,In_Progress,GTXPlusBasic,10/22/2017
,Kami Bicknell,In_Progress,GTXPlusBasic,12/9/2017
Lexiqvolax,Moses Frase,Won,MGRPFU,7/22/2017
Ron-tech,Cassey Cress,Lost,MGRPFU,7/1/2017
,Garret Kinder,Lost,GTXPlusBasic,5/21/2017
,Versie Hillebrand,In_Progress,MGRPFS,11/26/2017
Plusstrip,Vicki Laflamme,Won,GTXPlusBasic,7/26/2017
Olivia Pope & Associates,Anna Snelling,In_Progress,MGRPFU,8/19/2017
,James Ascencio,In_Progress,GTXPlusPro,12/18/2016
,Corliss Cosme,Lost,GTXPlusPro,7/15/2017
Condax,Zane Levy,Won,GTXPlusPro,12/18/2017
,Anna Snelling,Lost,GTXPlusBasic,10/3/2017
J-Texon,Corliss Cosme,Won,GTXBasic,6/3/2017
J-Texon,Violet Mclelland,Won,GTXPlusBasic,2/14/2017
,Anna Snelling,Lost,GTXPlusBasic,8/13/2017
Bioholding,Jonathan Berthelot,Won,MGRPFS,7/26/2017
,Gladys Colclough,In_Progress,MGRPFS,10/10/2017
Hooli,Daniell Hammack,Won,GTXBasic,2/24/2017
,Zane Levy,In_Progress,GTXPro,9/30/2017
,Donn Cantrell,In_Progress,GTXPro,1/31/2017
Initech,Cecily Lampkin,Won,MGRPFU,10/16/2017
Plexzap,Wilburn Farren,Won,GTXPlusPro,8/11/2017
The New York Inquirer,Daniell Hammack,Won,GTXPro,8/9/2017
Groovestreet,Marty Freudenburg,Won,GTXPlusBasic,3/4/2017
,Moses Frase,Lost,GTXPlusBasic,5/12/2017
,Versie Hillebrand,In_Progress,GTXBasic,11/16/2017
,Hayden Neloms,Lost,MGRPFS,6/16/2017
,Kary Hendrixson,Lost,GTXPro,4/26/2017
Plusstrip,Maureen Marcano,Won,MGRPFS,6/14/2017
,Violet Mclelland,In_Progress,MGRPFS,12/26/2017
,Maureen Marcano,Lost,GTXBasic,7/14/2017
,Violet Mclelland,In_Progress,MGRPFS,12/27/2017
Stanredtax,Hayden Neloms,Won,MGRPFU,8/18/2017
,Jonathan Berthelot,In_Progress,GTXBasic,12/20/2017
,Kami Bicknell,Lost,MGRPFS,5/6/2017
,Corliss Cosme,In_Progress,GTXPlusBasic,8/21/2017
,Darcel Schlecht,Lost,GTXPlusBasic,3/30/2017
Faxquote,Darcel Schlecht,Won,GTXPlusBasic,6/15/2017
Zumgoity,Violet Mclelland,Won,GTXBasic,4/8/2017
Rantouch,Daniell Hammack,Won,MGRPFU,5/8/2017
Mathtouch,Kary Hendrixson,Won,GTXPlusBasic,8/9/2017
,Hayden Neloms,In_Progress,MGRPFU,5/20/2017
Silis,Vicki Laflamme,Won,GTXBasic,2/16/2017
Ollivander's Wand Shop,Jonathan Berthelot,Won,GTXPro,4/17/2017
